,CASENUM,PER_NO,SEX_IM,INJSEV_IM,PERALCH_IM,AGE_IM,VE_FORMS,WEIGHT,REGION,STRATUM,PJ,PSU,PSUSTRAT,MONTH,HOUR,MINUTE,AGE,SEX,INJ_SEV,DRINKING,DRUGS,HOSPITAL,P_SF1,LOCATION,HITRUN_IM,BDYTYP_IM,IMPACT1_IM,PCRASH1_IM,V_ALCH_IM,NUMOCCS,HIT_RUN,BODY_TYP_vehDup,TOW_VEH_vehDup,J_KNIFE,GVWR,V_CONFIG,CARGO_BT,BUS_USE,SPEC_USE_vehDup,EMER_USE_vehDup,TRAV_SP,IMPACT1_vehDup,VEH_SC1,VEH_SC2,VEH_ALCH,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,WKDY_IM,HOUR_IM,MINUTE_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,ALCHL_IM,LAND_USE,VE_TOTAL,PEDS,PERMVIT,PERNOTMVIT,DAY_WEEK,ALCOHOL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,INT_HWY,CF1,CF2,CF3,DRIVER_AGE,DRIVER_SEX,DRIVER_DRUGS,MSAFEQMT1,MSAFEQMT2,MSAFEQMT3,MSAFEQMT4,MSAFEQMT5,MSAFEQMT7,MSAFEQMT8,MSAFEQMT9,IMPACT2_vehDup
10,201210713022,1,1,2,0,63,1,15.236148000000002,1,3,3,3,1,1,18,0,998,1,2,8,8,0,0,11,0,4,62,9,2,1,0,4,0,0,0,0,0,0,0,0,998,62,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,9,83,1,1,2,13,2,18,0,0,1,1,1,2,3,1,1,1,1,2,9,0,1,1,0,1,1,1,0,1,0,0,0,0,34,1,0,0,0,0,0,0,0,1,0,0
11,201210713226,1,1,2,0,17,1,15.620256,1,3,16,3,1,1,15,0,17,1,2,0,0,5,0,3,0,4,12,1,2,1,0,49,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,4,15,0,0,2,1,1,2,3,1,1,1,1,4,2,0,2,2,0,1,1,1,0,1,0,0,0,0,49,1,0,1,0,0,0,0,0,0,0,0
12,201210713831,1,1,3,0,12,1,15.166506,1,3,7,3,1,2,21,0,12,1,3,0,0,0,0,2,0,4,12,98,2,1,0,4,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,98,83,1,1,1,13,2,21,0,0,2,3,1,2,3,1,1,1,1,2,2,0,2,8,0,1,3,1,0,1,0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,0
13,201210714788,1,2,2,0,33,1,14.923428,1,3,4,3,1,3,18,20,33,2,2,0,0,0,0,16,0,16,12,1,2,2,0,16,0,0,0,0,0,0,0,0,998,98,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,1,13,1,1,4,1,1,18,20,0,1,1,1,2,3,1,1,2,1,1,2,0,1,1,0,4,1,1,0,1,0,0,0,0,32,2,0,0,1,0,0,0,0,0,0,9999
14,201210715392,1,1,3,0,37,1,15.620256,1,3,16,3,1,4,18,20,37,1,3,0,0,5,0,3,0,20,10,1,2,1,0,20,0,0,0,0,0,0,0,0,998,10,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,7,18,20,0,2,1,1,2,3,1,1,1,1,7,2,0,2,2,0,1,1,1,0,1,0,16,0,0,61,2,0,1,0,0,0,0,0,0,0,0
15,201210715649,1,1,2,1,65,1,14.923428,1,3,4,3,1,4,21,0,65,1,2,1,0,5,0,11,0,20,62,1,2,4,0,20,0,0,0,0,0,0,0,0,998,62,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,3,21,0,0,3,3,1,1,3,1,1,4,1,3,1,0,3,8,0,1,3,1,0,1,0,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0
16,201210715679,1,1,2,0,35,1,15.620256,1,3,16,3,1,4,23,0,35,1,2,0,0,5,0,11,0,4,83,1,2,2,0,4,0,0,0,0,0,0,1,0,998,83,0,0,2,0,0,0,0,0,1,8,98,1,1,1,0,0,1,83,1,1,1,13,2,23,0,0,1,3,1,2,3,1,1,2,1,2,2,0,1,1,0,1,3,1,0,1,0,16,0,0,26,1,0,0,1,0,0,0,0,0,0,0
17,201210716588,1,1,2,1,22,1,14.923428,1,3,4,3,1,5,22,4,22,1,2,1,0,4,0,9,0,31,10,1,2,1,0,31,0,0,0,0,0,0,0,0,998,10,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,6,22,4,0,3,3,1,1,3,2,1,1,1,6,1,0,3,8,0,1,3,1,0,1,0,16,0,0,39,1,0,1,0,0,0,0,0,0,0,0
18,201210716993,1,1,2,0,55,1,15.166506,1,3,7,3,1,5,17,40,55,1,2,0,0,5,0,16,0,4,9,8,2,1,0,4,0,0,0,0,0,0,0,0,998,9,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,8,83,1,1,1,13,4,17,40,0,1,1,1,2,3,1,1,1,1,4,2,0,1,1,0,1,1,1,0,1,0,16,0,0,20,1,0,0,1,0,0,0,0,0,0,0
19,201210717084,1,1,2,0,22,1,15.236148000000002,1,3,3,3,1,5,14,15,22,1,2,0,0,5,0,9,0,4,12,11,2,2,0,4,0,0,0,0,0,0,0,0,998,98,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,11,83,1,1,1,13,6,14,15,0,2,1,1,2,3,1,1,2,1,6,2,0,2,8,0,1,1,1,0,1,0,0,0,0,28,1,0,1,0,0,0,0,0,0,0,0
20,201210717323,1,1,2,0,25,1,14.923428,1,3,4,3,1,5,23,20,25,1,2,0,0,0,0,9,0,4,3,11,2,1,0,4,0,0,0,0,0,0,0,0,998,3,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,11,83,1,1,1,13,6,23,20,0,2,3,1,2,3,1,1,1,1,6,2,0,2,8,0,1,3,1,0,1,0,16,0,0,25,1,0,1,0,0,0,0,0,0,0,0
21,201210718452,1,1,2,0,60,1,12.454,1,3,1,3,1,7,12,0,60,1,2,0,0,0,0,13,0,1,12,10,2,1,0,1,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,20,3,10,83,1,1,1,13,2,12,0,0,3,1,1,2,3,1,1,1,1,2,2,0,3,8,0,1,1,1,0,1,0,0,0,0,52,1,0,1,0,0,0,0,0,0,0,0
22,201210718597,1,1,2,0,47,1,14.349849,1,3,10,3,1,7,17,30,47,1,2,0,0,0,0,1,1,4,7,12,2,1,1,4,0,0,0,0,0,0,0,0,999,99,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,12,83,1,1,1,13,2,17,30,0,2,1,1,2,3,1,1,1,1,2,2,0,2,8,0,1,1,1,0,1,0,0,0,0,24,2,0,1,0,0,0,0,0,0,0,0
23,201210718897,1,1,2,0,14,1,14.573372,1,3,21,3,1,7,13,0,14,1,2,0,0,0,0,9,0,4,83,1,2,1,0,4,0,0,0,0,0,0,0,0,998,83,0,0,2,0,0,0,0,0,8,8,98,1,1,1,20,3,1,83,1,1,1,13,5,13,0,0,2,1,10,2,3,1,1,1,1,5,2,0,2,8,0,1,1,10,0,10,0,0,0,0,80,1,0,0,0,0,0,0,0,1,0,0
24,201210718922,1,1,2,0,23,1,12.454,1,3,1,3,1,7,21,0,23,1,2,8,8,5,0,11,1,31,12,1,2,1,1,99,0,0,0,0,0,0,0,0,999,99,99,99,9,9,0,0,0,0,9,9,98,9,9,99,99,9,1,83,99,1,1,13,2,21,0,0,1,6,1,2,3,1,1,1,1,2,9,0,1,1,0,1,6,99,0,99,0,0,0,0,30,2,9999,1,0,0,0,0,0,0,0,0
25,201210718949,1,2,2,0,45,1,14.923428,1,3,4,3,1,7,9,0,45,2,2,0,0,5,0,9,0,31,12,1,2,1,0,31,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,3,9,0,0,2,1,1,2,3,1,1,1,1,3,2,0,2,8,0,1,1,1,0,1,0,0,0,0,39,1,0,1,0,0,0,0,0,0,0,0
26,201210719264,1,1,2,0,25,1,14.349849,1,3,10,3,1,7,9,0,25,1,2,0,0,5,0,11,0,21,12,1,2,1,0,21,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,2,9,0,0,3,1,1,2,3,1,1,1,1,2,2,0,3,8,0,1,1,1,0,1,0,0,0,0,35,1,0,1,0,0,0,0,0,0,0,0
27,201210719286,1,1,2,0,27,1,12.454,1,3,1,3,1,7,19,0,27,1,2,8,8,5,0,11,0,4,62,13,2,1,0,4,0,0,0,0,0,0,0,0,998,62,0,0,2,0,0,0,0,0,8,8,98,1,1,2,0,0,13,83,1,1,1,92,7,19,0,0,8,1,10,2,3,1,1,1,1,7,9,0,8,1,0,1,1,10,0,10,0,0,0,0,35,1,0,1,0,0,0,0,0,0,0,0
28,201210719488,1,1,3,0,25,1,14.897799,1,3,8,3,1,8,18,0,25,1,3,0,0,5,0,11,1,29,3,1,2,1,1,29,0,0,0,0,0,0,0,0,998,99,0,0,9,0,0,0,0,0,8,8,98,1,1,1,99,9,1,83,1,1,1,13,2,18,0,0,1,1,1,2,3,1,1,1,1,2,9,0,1,1,0,1,1,1,0,1,0,0,0,0,18,1,9999,1,0,0,0,0,0,0,0,0
29,201210719659,1,2,2,0,20,1,15.236148000000002,1,3,3,3,1,8,15,42,20,2,2,0,0,5,0,9,0,4,12,1,2,1,0,4,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,7,15,42,0,2,1,1,2,3,1,1,1,1,7,2,0,2,8,0,1,1,1,0,1,0,0,0,0,78,1,0,0,0,0,0,0,0,0,1,0
30,201210719890,1,1,2,0,23,1,15.236148000000002,1,3,3,3,1,8,15,0,23,1,2,0,0,5,0,9,0,14,12,1,2,1,0,14,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,20,3,1,83,1,1,1,13,6,15,0,0,2,1,1,2,3,1,1,1,1,6,2,0,2,2,0,1,1,1,0,1,0,0,0,0,45,1,0,0,1,0,0,0,0,0,0,0
31,201210719923,1,1,2,0,13,1,15.236148000000002,1,3,3,3,1,8,19,58,13,1,2,0,0,5,0,9,0,20,4,1,2,3,0,20,0,0,0,0,0,0,0,0,998,4,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,4,19,58,0,2,1,10,2,3,1,1,3,1,4,2,0,2,2,0,1,1,10,1,10,0,16,0,0,45,1,0,0,1,0,0,0,0,0,0,0
32,201210720018,1,1,2,0,40,1,15.620256,1,3,16,3,1,8,15,15,40,1,2,0,0,0,0,11,1,4,3,5,2,2,1,99,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,5,98,1,1,1,98,7,15,15,0,1,1,1,2,3,1,1,2,1,7,2,0,1,1,0,1,1,1,0,1,0,0,0,0,40,1,0,0,1,0,0,0,0,0,0,0
33,201210720171,1,1,2,0,28,1,12.454,1,3,1,3,1,8,23,20,28,1,2,0,0,5,0,9,1,9,12,1,2,1,1,99,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,6,23,20,0,2,3,1,2,3,1,1,1,1,6,2,0,2,2,0,1,3,1,0,1,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0
34,201210720262,1,1,2,0,39,1,14.923428,1,3,4,3,1,8,17,0,39,1,2,0,0,0,0,11,0,8,62,9,2,1,0,8,0,0,0,0,0,0,0,0,998,62,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,9,83,1,1,1,98,3,17,0,0,1,1,1,2,3,1,1,1,1,3,2,0,1,1,0,1,1,1,0,1,0,16,0,0,59,1,0,1,0,0,0,0,0,0,0,9999
35,201210720440,1,1,3,0,59,1,14.349849,1,3,10,3,1,8,20,20,59,1,3,0,0,4,0,3,0,4,12,5,2,1,0,4,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,8,8,98,1,1,1,3,3,5,83,1,1,1,13,6,20,20,0,2,3,1,2,3,1,1,1,1,6,9,0,2,2,0,1,3,1,0,1,0,16,0,0,42,1,9999,1,0,0,0,0,0,0,0,9999
36,201210720531,1,1,2,0,40,1,15.620256,1,3,16,3,1,9,17,15,40,1,2,8,8,0,0,11,1,4,5,1,2,1,1,99,0,0,0,0,0,0,0,0,998,5,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,1,83,1,1,3,13,2,17,15,0,1,1,1,2,3,1,1,1,1,2,9,0,1,1,0,1,1,1,0,1,0,0,0,0,48,1,0,0,1,0,0,0,0,0,0,9999
37,201210720986,1,2,2,0,50,1,15.236148000000002,1,3,3,3,1,9,6,35,50,2,2,8,8,5,0,3,0,4,12,1,2,1,0,4,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,6,6,35,0,2,4,1,2,3,1,1,1,1,6,9,0,2,8,0,1,4,1,0,1,0,0,0,0,46,2,0,1,0,0,0,0,0,0,0,0
38,201210721032,1,1,2,0,27,1,14.923428,1,3,4,3,1,9,17,5,27,1,2,8,8,5,0,3,0,4,8,1,2,1,0,4,0,0,0,0,0,0,1,0,998,8,0,0,2,0,0,0,0,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,2,17,5,0,2,1,1,2,3,1,1,1,1,2,9,0,2,2,0,1,1,1,0,1,0,16,0,0,62,1,0,0,0,0,0,0,0,1,0,0
39,201210721243,1,1,2,0,58,1,15.620256,1,3,16,3,1,10,18,0,58,1,2,0,0,5,0,3,1,4,81,1,2,1,1,4,0,0,0,0,0,0,0,0,998,81,0,0,9,0,0,0,0,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,2,18,0,0,1,1,1,2,3,1,1,1,1,2,9,0,1,1,0,1,1,1,0,1,0,0,0,0,19,1,9999,1,0,0,0,0,0,0,0,0
40,201210721286,1,1,2,0,14,1,14.573372,1,3,21,3,1,10,16,30,14,1,2,0,0,5,0,11,0,4,12,1,2,1,0,49,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,4,98,1,1,1,3,3,1,83,1,1,1,13,5,16,30,0,3,1,10,2,3,1,1,1,1,5,2,0,3,2,0,1,1,10,0,10,0,0,0,0,67,1,0,1,0,0,0,0,0,0,0,0
41,201210721581,1,1,2,0,22,1,14.923428,1,3,4,3,1,10,4,13,22,1,2,0,0,5,0,11,1,4,81,1,2,1,1,99,0,0,0,0,0,0,0,0,998,81,0,0,9,0,0,0,0,0,8,8,98,1,1,2,0,0,1,83,1,1,1,13,4,4,13,0,1,3,2,2,3,1,1,1,1,4,9,0,1,1,0,1,3,2,0,2,0,0,0,0,20,1,9999,1,0,0,0,0,0,0,0,0
42,201210721807,1,1,3,0,16,1,15.236148000000002,1,3,3,3,1,10,14,15,16,1,3,0,0,5,0,14,0,31,6,9,2,2,0,31,0,0,0,0,0,0,0,0,998,6,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,9,83,1,1,4,13,7,14,15,0,1,1,1,2,3,1,1,2,1,7,2,0,1,1,0,7,1,1,0,1,0,0,0,0,52,1,0,1,0,0,0,0,0,0,0,0
43,201210721868,1,2,3,0,63,1,12.454,1,3,1,3,1,10,18,0,63,2,3,0,0,5,0,11,0,20,12,6,2,1,0,20,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,8,8,98,1,1,1,0,0,6,83,1,1,1,13,3,18,0,0,1,1,10,2,3,1,1,1,1,3,2,0,1,1,0,1,1,10,0,10,0,0,0,0,67,1,0,1,0,0,0,0,0,0,0,0
44,201211100481,1,2,2,0,50,1,13.0465,1,3,2,4,3,12,17,24,50,2,2,0,0,5,0,1,0,4,12,1,2,1,0,4,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,1,2,30,1,1,2,0,0,1,83,1,1,1,13,1,17,24,0,3,3,2,2,2,1,1,1,1,1,2,0,3,3,0,1,3,2,0,2,0,0,0,0,37,1,0,1,0,0,0,0,0,0,0,0
45,201211101374,1,1,4,0,58,1,13.0465,1,2,3,4,3,8,8,58,58,1,4,0,0,5,0,11,0,63,3,10,2,1,0,63,0,0,3,2,1,0,0,0,998,3,0,0,2,0,0,0,0,0,1,3,35,1,1,1,3,3,10,83,1,1,1,13,4,8,58,0,3,1,1,2,3,1,1,1,1,4,2,0,3,2,0,1,1,1,0,1,0,0,0,0,47,1,0,1,0,0,0,0,0,0,0,0
46,201211101493,1,1,2,0,63,1,13.0465,1,3,3,4,3,12,9,5,63,1,2,0,0,0,0,11,0,4,5,5,2,1,0,4,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,2,98,1,1,1,0,0,5,80,1,1,1,13,7,9,5,0,1,1,1,2,3,1,1,1,1,7,2,0,1,1,0,1,1,1,0,1,0,0,0,0,54,1,0,1,0,0,0,0,0,0,0,0
47,201211101968,1,1,3,1,53,1,13.0465,1,3,3,4,3,12,22,51,53,1,3,1,0,0,0,11,1,39,12,1,2,1,1,39,0,0,0,0,0,0,0,0,999,99,0,0,2,0,99,99,99,99,1,2,35,1,2,2,0,0,1,83,99,1,1,13,1,22,51,0,1,3,2,1,3,1,1,1,1,1,1,0,1,1,0,1,3,2,0,2,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0
48,201211104812,1,1,4,0,72,1,13.0465,1,3,4,4,3,11,16,16,72,1,4,0,0,1,0,11,0,14,12,1,2,3,0,14,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,1,2,50,1,1,1,0,0,1,83,8,1,2,13,3,16,16,0,1,5,1,2,2,1,1,3,1,3,2,0,1,1,0,1,5,1,0,1,0,0,0,0,19,1,1,1,0,0,0,0,0,0,0,0
49,201211190690,1,1,2,0,62,1,13.0465,1,3,2,4,3,1,9,57,62,1,2,0,0,5,0,13,0,20,12,1,2,3,0,20,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,1,1,1,13,2,9,57,0,8,1,1,2,2,1,1,3,1,2,2,0,8,1,0,1,1,1,0,1,0,0,0,0,31,1,0,1,0,0,0,0,0,0,0,9999
50,201211191068,1,1,2,0,15,1,13.0465,1,3,2,4,3,1,20,45,15,1,2,0,0,5,0,2,0,4,12,1,2,1,0,4,0,0,0,0,0,0,0,0,998,12,0,0,2,0,0,0,0,0,1,2,25,1,1,1,20,3,1,17,1,1,1,13,3,20,45,0,2,3,1,2,2,1,1,1,1,3,2,0,2,2,0,1,3,1,0,1,0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,0
51,201211191377,1,1,2,0,32,1,13.0465,1,3,2,4,3,2,18,59,32,1,2,0,0,0,0,23,1,9,1,10,2,1,1,9,0,0,0,0,0,0,0,0,998,1,0,0,9,0,99,99,99,99,1,2,35,1,1,1,0,0,10,16,99,1,1,13,1,18,59,0,4,3,1,2,2,1,1,1,1,1,9,0,4,1,0,1,3,1,0,1,0,0,0,0,32,1,9999,1,0,0,0,0,0,0,0,0
52,201211192060,1,1,2,0,30,1,13.0465,1,3,2,4,3,3,13,8,30,1,2,0,0,0,0,2,0,20,10,10,2,1,0,20,0,0,0,0,0,0,0,0,998,10,0,0,2,0,0,0,0,0,1,8,25,1,1,1,0,0,10,16,1,1,1,13,3,13,8,0,2,1,1,2,2,1,1,1,1,3,2,0,2,2,0,1,1,1,0,1,0,0,0,0,31,2,0,0,1,0,0,0,0,0,0,0
53,201211192237,1,1,2,0,33,1,59.361575,1,3,11,4,3,3,22,24,33,1,2,0,8,0,0,2,1,15,1,11,2,1,1,15,0,0,0,0,0,0,0,0,998,1,0,0,9,0,0,0,0,0,1,8,25,1,1,1,0,0,11,83,99,1,1,13,1,22,24,0,2,3,1,2,8,1,1,1,1,1,9,0,2,2,0,1,3,1,0,1,0,0,0,0,43,1,9999,1,0,0,0,0,0,0,0,0
54,201211192280,1,1,2,0,17,1,33.9209,1,3,7,4,3,3,17,13,17,1,2,0,8,0,0,11,0,4,2,1,2,1,0,4,0,0,0,0,0,0,0,0,998,2,0,0,2,0,0,0,0,0,1,2,35,1,1,1,0,0,1,83,1,1,1,13,4,17,13,0,8,1,1,2,1,1,1,1,1,4,2,0,8,1,0,1,1,1,0,1,0,0,0,0,35,1,0,1,0,0,0,0,0,0,0,9999
55,201211193606,1,1,3,0,81,1,13.0465,1,3,3,4,3,4,10,21,81,1,3,8,8,5,0,20,0,4,3,1,2,1,0,4,0,0,0,0,0,0,0,0,998,3,0,0,2,0,0,0,0,0,2,2,40,1,2,1,0,0,1,13,1,1,4,13,6,10,21,0,1,1,1,2,3,1,1,1,1,6,9,0,1,1,0,2,1,1,0,1,0,0,0,0,88,1,0,1,0,0,0,0,0,0,0,0
