,CASENUM,VE_FORMS,VEH_NO,PER_NO,WEIGHT,REGION,STRATUM,PJ,PSU,PSUSTRAT,STR_VEH,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,SCH_BUS,MAKE,BODY_TYP,MOD_YEAR,TOW_VEH,SPEC_USE,EMER_USE,ROLLOVER,IMPACT1,IMPACT2,FIRE_EXP,AGE,SEX,PER_TYP,INJ_SEV,SEAT_POS,REST_USE,REST_MIS,AIR_BAG,EJECTION,DRINKING,ALC_STATUS,ATST_TYP,ALC_RES,DRUGS,DSTATUS,DRUGTST1,DRUGTST2,DRUGTST3,DRUGRES1,DRUGRES2,DRUGRES3,HOSPITAL,LOCATION,SEX_IM,INJSEV_IM,EJECT_IM,PERALCH_IM,SEAT_IM,AGE_IM,VEH_NO_vehDup,NUMOCCS,UNITTYPE,HIT_RUN,MAKE_vehDup,MODEL,BODY_TYP_vehDup,MOD_YEAR_vehDup,VIN,TOW_VEH_vehDup,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE_vehDup,EMER_USE_vehDup,TRAV_SP,ROLLOVER_vehDup,ROLINLOC,IMPACT1_vehDup,IMPACT2_vehDup,DEFORMED,TOWED,M_HARM,VEH_ALCH,MAX_VSEV,NUM_INJV,FIRE_EXP_vehDup,DR_PRES,DR_ZIP,SPEEDREL,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,HITRUN_IM,BDYTYP_IM,MDLYR_IM,IMPACT1_IM,PCRASH1_IM,VEVENT_IM,MXVSEV_IM,NUMINJ_IM,V_ALCH_IM,LAND_USE,VE_TOTAL,PVH_INVL,PEDS,PERMVIT,PERNOTMVIT,NUM_INJ,YEAR,DAY_WEEK,ALCOHOL,MAX_SEV,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,INT_HWY,WKDY_IM,HOUR_IM,MINUTE_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,EVENT1_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,DRIVER_AGE,DRIVER_SEX,DRIVER_DRUGS
10,201110703423,1,0,1,15.236148000000002,1,3,3,3,1,1,4,11,50,9,0,0,,,,,,,,,,,23,2,6,3,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,2,2,3,8,0,0,23,1,2,1,0,7,442,20,2000,1B4GT74L8YB7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,29512,0,8,8,98,1,1,1,20,8,1,83,99,1,1,13,0,20,2000,12,1,9,0,0,2,3,1,0,1,2,1,1,2011,7,9,3,0,2,2,0,1,1,1,0,1,0,7,11,50,0,0,2,1,1,9,3,1,2,54,1,0
11,201110704497,1,0,1,15.236148000000002,1,3,3,3,1,1,5,7,10,9,0,0,,,,,,,,,,,43,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,99,1,2,8,0,0,43,1,1,1,0,20,399,9,1995,888888888888,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,2,2,8,1,9,2,0,0,0,1,11208,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,0,9,1995,2,1,9,0,0,2,3,1,0,1,1,1,1,2011,4,9,2,0,1,1,0,1,1,1,0,1,0,4,7,10,0,0,1,1,1,9,2,1,2,22,1,0
12,201110705025,1,0,1,5.055502,1,1,7,3,1,1,5,1,9,9,0,0,,,,,,,,,,,25,1,6,3,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,9,1,3,8,0,0,25,1,2,1,0,59,32,4,2007,JTHBL46F2750,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,6,2,9,9,3,2,0,1,11230,0,8,8,98,1,1,1,3,8,1,83,1,1,1,13,0,4,2007,12,1,9,3,2,2,3,1,0,1,2,1,3,2011,3,9,3,0,2,2,0,1,3,1,0,1,0,3,1,9,0,0,2,3,1,9,3,3,2,36,1,9999
13,201110705304,1,0,1,15.166506,1,3,7,3,1,1,6,20,35,9,0,0,,,,,,,,,,,7,1,6,2,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,0,9,1,2,8,0,0,7,1,4,1,0,49,401,14,2006,JTMBD35V2650,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11209,0,8,8,98,8,8,1,0,0,1,83,1,1,1,13,0,14,2006,12,1,9,0,0,2,3,1,0,1,4,1,1,2011,7,2,2,0,2,8,0,1,5,1,0,1,0,7,20,35,0,0,2,5,1,9,2,1,2,48,2,0
14,201110706271,1,0,1,15.236148000000002,1,3,3,3,1,1,7,12,20,9,0,0,,,,,,,,,,,22,1,6,3,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,5,3,1,3,8,0,0,22,1,1,1,0,13,1,4,2001,1LNHM82W11Y6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,998,0,0,82,82,8,1,9,2,0,0,0,1,11207,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,0,4,2001,82,1,9,0,0,2,3,1,0,1,1,1,1,2011,6,2,3,0,2,2,0,1,1,1,0,1,0,6,12,20,0,0,2,1,1,9,3,1,2,60,1,0
15,201110706502,1,0,1,14.349848999999999,1,3,10,3,1,1,7,21,41,9,0,0,,,,,,,,,,,18,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,1,1,2,8,0,0,18,1,2,1,0,7,442,20,2003,1D4GP25393B1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,8,1,9,2,0,0,0,1,11434,0,8,8,98,1,1,1,20,8,5,83,1,1,1,13,0,20,2003,11,5,9,0,0,2,3,1,0,1,2,1,1,2011,5,9,2,0,2,8,0,1,3,1,0,1,0,5,21,41,0,0,2,3,1,9,2,1,2,44,1,0
16,201110706870,1,0,1,14.923428,1,3,4,3,1,1,7,6,0,9,0,0,,,,,,,,,,,22,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,11,1,2,8,0,0,22,1,1,1,1,99,999,99,9999,999999999999,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,99,99,8,1,9,9,9,99,0,1,99999,0,8,8,98,1,1,1,0,0,1,11,1,1,2,13,1,4,2004,7,1,9,0,0,2,3,1,0,1,1,1,1,2011,2,9,2,0,1,1,0,1,4,1,0,1,0,2,6,0,0,0,1,4,1,9,2,1,2,39,2,9999
17,201110707001,1,0,1,14.349848999999999,1,3,10,3,1,1,7,22,45,9,0,0,,,,,,,,,,,15,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,9,1,2,8,0,0,15,1,1,1,1,99,999,99,9999,999999999999,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,99,99,8,1,9,9,9,99,0,1,99999,0,8,8,98,1,3,2,3,8,1,83,1,1,1,13,1,21,2010,12,1,9,0,0,2,3,1,0,1,1,1,1,2011,3,9,2,0,2,7,0,1,3,1,0,1,0,3,22,45,0,0,2,3,1,9,2,1,2,49,2,9999
18,201110707023,1,0,1,15.236148000000002,1,3,3,3,1,1,7,13,10,9,0,0,,,,,,,,,,,13,1,6,3,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,13,1,3,8,0,0,13,1,1,1,1,99,999,99,9999,999999999999,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,99,99,8,1,9,9,9,99,0,1,99999,0,8,8,98,1,1,1,0,0,1,80,1,1,1,13,1,14,2003,12,1,9,2,1,2,3,1,0,1,1,1,1,2011,6,9,3,0,1,1,0,1,1,1,0,1,0,6,13,10,0,0,1,1,1,9,3,2,2,50,2,9999
19,201110707260,1,0,1,15.236148000000002,1,3,3,3,1,1,8,16,50,9,0,0,,,,,,,,,,,21,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,9,1,2,8,0,0,21,1,1,1,1,99,999,99,9999,999999999999,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,99,99,8,1,9,9,9,99,0,1,99999,0,8,8,98,1,1,1,0,0,99,83,1,1,1,13,1,4,2005,12,11,9,0,0,2,3,1,0,1,1,1,1,2011,3,9,2,0,2,8,0,1,1,1,0,1,0,3,16,50,0,0,2,1,1,9,2,1,2,55,1,9999
20,201110708091,1,0,1,12.454,1,3,1,3,1,1,8,15,25,9,0,0,,,,,,,,,,,18,1,6,3,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,9,1,3,8,0,0,18,1,1,1,0,20,2,4,2008,2G1WB58K2891,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11203,0,8,8,98,1,1,1,3,8,4,83,1,1,1,13,0,4,2008,12,4,9,0,0,2,3,1,0,1,1,1,1,2011,6,9,3,0,2,8,0,1,1,1,0,1,0,6,15,25,0,0,2,1,1,9,3,1,2,86,2,0
21,201110708259,1,0,1,14.573372,1,3,21,3,1,1,8,18,0,9,0,0,,,,,,,,,,,18,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,5,1,1,2,8,0,0,18,1,1,1,0,12,422,15,2003,1FMFU18L43CB,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,98,98,8,1,9,2,0,0,0,1,11236,0,8,8,98,1,1,1,20,8,2,83,1,1,1,13,0,15,2003,63,2,9,0,0,2,3,1,0,1,1,1,1,2011,4,9,2,0,2,8,0,1,1,1,0,1,0,4,18,0,0,0,2,1,1,9,2,1,2,59,1,0
22,201110708286,1,0,1,15.620256,1,3,16,3,1,1,8,18,35,9,0,0,,,,,,,,,,,24,2,6,3,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,5,3,2,3,8,0,0,24,1,1,1,0,23,421,15,2003,3GKFK16Z03G2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11230,0,8,8,98,1,1,1,3,3,1,83,1,1,1,13,0,15,2003,12,1,9,0,0,2,3,1,0,1,1,1,1,2011,4,2,3,0,2,2,0,1,1,1,0,1,0,4,18,35,0,0,2,1,1,9,3,1,2,28,1,0
23,201110708863,1,0,1,15.236148000000002,1,3,3,3,1,1,9,0,1,9,0,0,,,,,,,,,,,28,1,6,3,0,96,8,97,8,1,0,0,96,0,0,0,0,0,0,0,0,5,9,1,3,8,1,0,28,1,2,1,0,35,43,4,1996,1N4AB41D2TL7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11234,0,8,8,98,1,1,1,3,8,1,83,1,1,1,13,0,4,1996,12,1,9,0,0,2,3,1,0,1,2,1,1,2011,1,1,3,0,3,8,0,1,3,10,0,10,0,1,0,1,0,0,3,3,10,9,3,1,1,23,1,0
24,201110709336,1,0,1,15.166506,1,3,7,3,1,1,9,17,20,9,0,0,,,,,,,,,,,41,1,6,2,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,5,3,1,2,8,0,0,41,1,1,1,0,34,35,4,1998,WBADD6323WBW,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,82,82,8,1,9,2,0,0,0,1,11220,0,8,8,98,1,1,2,3,8,10,83,1,1,1,13,0,4,1998,82,10,9,0,0,2,3,1,0,1,1,1,1,2011,5,2,2,0,2,8,0,1,1,1,0,1,0,5,17,20,0,0,2,1,1,9,2,1,2,30,1,0
25,201110709353,1,0,1,15.236148000000002,1,3,3,3,1,1,9,17,50,9,0,0,,,,,,,,,,,30,1,6,3,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,5,1,1,3,8,0,0,30,1,2,1,0,37,31,4,1999,2HGEJ6679XH5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,1,1,8,1,9,9,0,0,0,1,11221,0,8,8,98,1,1,2,0,0,1,83,1,1,1,13,0,4,1999,1,1,9,0,0,2,3,1,0,1,2,1,1,2011,5,9,3,0,1,1,0,1,1,10,0,10,0,5,17,50,0,0,1,1,10,9,3,1,2,50,1,9999
26,201110709415,1,0,1,15.620256,1,3,16,3,1,1,9,18,30,9,0,0,,,,,,,,,,,30,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,0,9,1,2,8,0,0,30,1,1,1,0,58,37,4,2006,JNKCV51F26M6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11236,0,8,8,98,1,1,1,3,8,1,83,1,1,1,13,0,4,2006,12,1,9,0,0,2,3,1,0,1,1,1,1,2011,7,9,2,0,3,8,0,1,1,10,0,10,0,7,18,30,0,0,3,1,10,9,2,1,2,43,1,0
27,201110709456,1,0,1,14.349848999999999,1,3,10,3,1,1,9,21,40,9,0,0,,,,,,,,,,,27,1,6,3,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,5,9,1,3,8,0,0,27,1,1,1,0,58,33,4,1996,JNKCP01DXTT5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,99,99,8,1,9,2,1,1,0,1,11212,0,8,8,98,1,1,1,3,8,1,80,1,1,1,13,0,4,1996,12,1,9,1,1,2,3,1,0,1,1,1,2,2011,7,2,3,0,3,8,0,1,2,1,0,1,0,7,21,40,0,0,3,2,1,9,3,2,2,42,1,0
28,201110709469,1,0,1,14.573372,1,3,21,3,1,1,10,18,30,9,0,0,,,,,,,,,,,34,1,6,2,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,8,3,1,2,8,0,0,34,1,1,1,0,12,473,30,2010,1FMEU5DEXAUF,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11224,0,8,8,98,1,1,2,20,3,1,83,1,1,1,13,0,30,2010,12,1,9,0,0,2,3,1,0,1,1,1,1,2011,2,2,2,0,2,2,0,1,1,10,0,10,0,2,18,30,0,0,2,1,10,9,2,1,2,62,1,0
29,201110709803,1,0,1,14.897799,1,3,8,3,1,1,10,3,23,9,0,0,,,,,,,,,,,999,1,6,3,0,96,8,97,8,1,0,0,96,0,0,0,0,0,0,0,0,5,13,1,3,8,1,0,28,1,1,1,0,12,16,4,2007,2FAFP70W57X1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11233,0,8,8,98,1,1,1,3,8,1,83,98,1,3,13,0,4,2007,12,1,9,0,0,2,3,1,0,1,1,1,1,2011,7,1,3,0,1,1,0,1,3,1,0,1,0,7,3,23,0,0,1,3,1,9,3,1,1,40,1,0
30,201110710141,1,0,1,14.349848999999999,1,3,10,3,1,1,10,16,50,9,0,0,,,,,,,,,,,28,1,6,2,0,96,8,97,8,9,0,0,96,9,0,0,0,0,0,0,0,5,9,1,2,8,0,0,28,1,1,1,0,13,1,4,2007,1LNHM84W3746,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,998,0,0,7,7,0,1,9,9,0,0,0,1,11236,9,8,8,98,1,1,1,0,0,1,83,99,1,1,13,0,4,2007,7,1,9,0,0,2,3,1,0,1,1,1,1,2011,3,9,2,0,3,8,0,1,1,1,0,1,0,3,16,50,0,0,3,1,1,9,2,1,2,54,1,9999
31,201110710450,1,0,1,12.454,1,3,1,3,1,1,10,14,54,9,0,0,,,,,,,,,,,29,1,6,2,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,5,3,1,2,8,0,0,29,1,2,1,0,12,16,4,2003,2FAFP71W53X1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11207,0,8,8,98,1,1,1,3,8,1,83,1,1,1,13,0,4,2003,12,1,9,0,0,2,3,1,0,1,2,1,1,2011,4,2,2,0,2,8,0,1,1,1,0,1,0,4,14,54,0,0,2,1,1,9,2,1,2,36,1,0
32,201110710849,1,0,1,15.620256,1,3,16,3,1,1,11,15,15,9,0,0,,,,,,,,,,,51,1,6,2,0,96,8,97,8,0,0,0,96,0,0,0,0,0,0,0,0,0,16,1,2,8,0,0,51,1,1,1,0,48,401,14,2002,JF1SF63552H7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,62,62,8,1,9,2,0,0,0,1,11214,0,8,8,98,1,1,1,3,8,11,83,1,1,1,13,0,14,2002,62,11,9,0,0,2,3,1,0,1,1,1,1,2011,3,2,2,0,2,2,0,1,1,10,0,10,0,3,15,15,0,0,2,1,10,9,2,1,2,48,1,0
33,201110711148,1,0,1,14.897799,1,3,8,3,1,1,11,16,50,9,0,0,,,,,,,,,,,46,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,0,1,1,2,8,0,0,46,1,1,1,0,35,49,6,2004,JN8AZ08W34W3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,12,12,8,1,9,2,0,0,0,1,11691,0,8,8,98,1,1,1,20,3,4,83,1,1,1,13,0,6,2004,12,4,9,0,0,2,3,1,0,1,1,1,1,2011,2,9,2,0,2,8,0,1,1,10,0,10,0,2,16,50,0,0,2,1,10,9,2,1,2,57,1,0
34,201110711617,1,0,1,14.75799,1,3,13,3,1,1,12,13,10,9,0,0,,,,,,,,,,,53,1,6,2,0,96,8,97,8,8,0,0,96,8,0,0,0,0,0,0,0,0,11,1,2,8,0,0,53,1,3,1,0,48,38,4,2009,JF1GE60699H5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,62,62,8,1,9,2,0,0,0,1,11209,0,8,8,98,1,1,1,0,0,1,83,1,1,1,13,0,4,2009,62,1,9,0,0,2,3,1,0,1,3,1,1,2011,1,9,2,0,1,1,0,1,1,1,0,1,0,1,13,10,0,0,1,1,1,9,2,1,2,25,1,0
